epoch,step,lr,train_loss,train_distill_loss,train_stream_loss,train_non_stream_loss,train_non_stream_apc_loss
151,82200,0.001,0.0016,0.0001,0.0008,0.0007,0.0019
151,82300,0.001,0.0017,0.0001,0.0008,0.0007,0.0019
151,82400,0.001,0.0021,0.0001,0.0012,0.0007,0.0019
152,82500,0.001,0.005,0.0001,0.004,0.0009,0.0028
152,82600,0.001,0.0043,0.0001,0.0033,0.0008,0.0025
152,82700,0.001,0.0039,0.0001,0.0029,0.0008,0.0024
152,82800,0.001,0.0035,0.0001,0.0026,0.0008,0.0023
152,82900,0.001,0.0034,0.0001,0.0025,0.0008,0.0023
153,83000,0.001,0.0042,0.0001,0.0013,0.0027,0.0029
153,83100,0.001,0.0042,0.0001,0.0011,0.0029,0.0027
153,83200,0.001,0.0041,0.0001,0.0011,0.0028,0.0026
153,83300,0.001,0.0039,0.0001,0.0011,0.0026,0.0025
153,83400,0.001,0.0037,0.0001,0.001,0.0025,0.0025
153,83500,0.001,0.0037,0.0001,0.001,0.0025,0.0025
154,83600,0.001,0.0024,0.0001,0.0008,0.0015,0.0021
154,83700,0.001,0.0023,0.0001,0.0008,0.0014,0.0021
154,83800,0.001,0.0022,0.0001,0.0007,0.0013,0.002
154,83900,0.001,0.0021,0.0001,0.0007,0.0013,0.002
154,84000,0.001,0.0021,0.0001,0.0007,0.0013,0.002
155,84100,0.000992,0.0018,0.0001,0.0006,0.0011,0.002
155,84200,0.000984,0.0017,0.0001,0.0006,0.001,0.0019
155,84300,0.000975,0.0018,0.0001,0.0006,0.0011,0.0019
155,84400,0.000967,0.0021,0.0001,0.0007,0.0013,0.002
155,84500,0.000959,0.0021,0.0001,0.0007,0.0013,0.002
155,84600,0.000951,0.002,0.0001,0.0007,0.0012,0.002
156,84700,0.000943,0.0016,0.0001,0.0006,0.0008,0.0019
156,84800,0.000936,0.0015,0.0001,0.0006,0.0008,0.0018
156,84900,0.000928,0.0016,0.0001,0.0006,0.0008,0.0018
156,85000,0.00092,0.0016,0.0001,0.0006,0.0008,0.0018
156,85100,0.000913,0.0016,0.0001,0.0006,0.0008,0.0018
157,85200,0.000905,0.0014,0.0001,0.0006,0.0007,0.0018
157,85300,0.000898,0.0014,0.0001,0.0006,0.0007,0.0018
157,85400,0.00089,0.0016,0.0001,0.0008,0.0007,0.0018
157,85500,0.000883,0.0017,0.0001,0.0009,0.0007,0.0018
157,85600,0.000875,0.002,0.0001,0.0012,0.0007,0.0019
157,85700,0.000868,0.0023,0.0001,0.0015,0.0007,0.0019
158,85800,0.000861,0.0026,0.0001,0.0018,0.0007,0.002
158,85900,0.000854,0.0025,0.0001,0.0017,0.0007,0.002
158,86000,0.000847,0.0024,0.0001,0.0016,0.0007,0.0019
158,86100,0.00084,0.0022,0.0001,0.0015,0.0007,0.0019
158,86200,0.000833,0.0021,0.0001,0.0014,0.0007,0.0019
159,86300,0.000826,0.0015,0.0001,0.0008,0.0006,0.0017
159,86400,0.000819,0.0015,0.0001,0.0008,0.0006,0.0017
159,86500,0.000812,0.0015,0.0001,0.0007,0.0006,0.0017
159,86600,0.000806,0.0015,0.0001,0.0007,0.0006,0.0017
159,86700,0.000799,0.0015,0.0001,0.0007,0.0006,0.0017
159,86800,0.000792,0.0014,0.0001,0.0007,0.0006,0.0017
160,86900,0.000786,0.0013,0.0001,0.0006,0.0006,0.0017
160,87000,0.000779,0.0013,0.0001,0.0006,0.0006,0.0017
160,87100,0.000773,0.0013,0.0001,0.0006,0.0006,0.0017
160,87200,0.000766,0.0013,0.0001,0.0005,0.0006,0.0017
160,87300,0.00076,0.0013,0.0001,0.0005,0.0006,0.0017
161,87400,0.000754,0.0012,0.0001,0.0005,0.0006,0.0017
161,87500,0.000747,0.0012,0.0001,0.0005,0.0006,0.0017
161,87600,0.000741,0.0012,0.0001,0.0005,0.0006,0.0017
161,87700,0.000735,0.0012,0.0001,0.0005,0.0006,0.0017
161,87800,0.000729,0.0012,0.0001,0.0005,0.0006,0.0017
161,87900,0.000723,0.0012,0.0001,0.0005,0.0006,0.0017
162,88000,0.000717,0.0012,0.0001,0.0005,0.0006,0.0016
162,88100,0.000711,0.0012,0.0001,0.0005,0.0006,0.0016
162,88200,0.000705,0.0012,0.0001,0.0005,0.0006,0.0016
162,88300,0.000699,0.0012,0.0001,0.0005,0.0006,0.0016
162,88400,0.000693,0.0012,0.0001,0.0005,0.0006,0.0016
163,88500,0.000688,0.0012,0.0001,0.0005,0.0006,0.0016
163,88600,0.000682,0.0012,0.0001,0.0005,0.0006,0.0016
163,88700,0.000676,0.0012,0.0001,0.0005,0.0006,0.0016
163,88800,0.000671,0.0012,0.0001,0.0005,0.0006,0.0016
163,88900,0.000665,0.0012,0.0001,0.0005,0.0006,0.0016
164,89000,0.00066,0.001,0.0001,0.0005,0.0004,0.0016
164,89100,0.000654,0.0012,0.0001,0.0005,0.0006,0.0016
164,89200,0.000649,0.0012,0.0001,0.0005,0.0006,0.0016
164,89300,0.000643,0.0012,0.0001,0.0005,0.0006,0.0016
164,89400,0.000638,0.0012,0.0001,0.0005,0.0006,0.0016
164,89500,0.000633,0.0012,0.0001,0.0005,0.0006,0.0016
165,89600,0.000628,0.0011,0.0001,0.0005,0.0005,0.0016
165,89700,0.000622,0.0011,0.0001,0.0005,0.0005,0.0016
165,89800,0.000617,0.0011,0.0001,0.0005,0.0005,0.0016
165,89900,0.000612,0.0011,0.0001,0.0005,0.0005,0.0016
165,90000,0.000607,0.0011,0.0001,0.0005,0.0005,0.0016
166,90100,0.000602,0.0011,0.0001,0.0005,0.0005,0.0016
166,90200,0.000597,0.0012,0.0001,0.0006,0.0005,0.0016
166,90300,0.000592,0.0012,0.0001,0.0005,0.0005,0.0016
166,90400,0.000587,0.0011,0.0001,0.0005,0.0005,0.0016
166,90500,0.000582,0.0011,0.0001,0.0005,0.0005,0.0016
166,90600,0.000577,0.0011,0.0001,0.0005,0.0005,0.0016
167,90700,0.000573,0.0011,0.0001,0.0005,0.0005,0.0015
167,90800,0.000568,0.001,0.0001,0.0005,0.0005,0.0015
167,90900,0.000563,0.001,0.0001,0.0004,0.0005,0.0015
167,91000,0.000559,0.0011,0.0001,0.0004,0.0005,0.0015
167,91100,0.000554,0.0012,0.0001,0.0004,0.0007,0.0016
